City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ushtobe,KZ,45.2514,77.9838,58.06,21,1,22.82,clear sky
348,Morros,BR,-9.4467,-46.3003,90.07,25,35,9.55,scattered clouds
349,Mudkhed,IN,19.1667,77.5167,97.41,15,62,4.85,broken clouds
350,Jiwani,PK,25.05,61.7417,83.52,70,0,13.29,clear sky
351,Lagoa,PT,39.05,-27.9833,61.81,70,91,9.17,overcast clouds
352,Port Hardy,CA,50.6996,-127.4199,46.58,76,75,5.75,broken clouds
353,Isangel,VU,-19.55,169.2667,72.82,76,25,11.39,scattered clouds
354,Oistins,BB,13.0667,-59.5333,86.09,70,20,16.11,few clouds
355,Malibu,US,34.005,-118.8101,71.51,84,71,8.01,broken clouds
356,Aksarka,RU,66.5606,67.7975,35.8,100,100,9.46,overcast clouds
357,Itaituba,BR,-4.2761,-55.9836,82.56,83,75,5.75,moderate rain
358,Montbrison,FR,45.6667,4.0833,70.14,70,82,6.08,broken clouds
359,Clyde River,CA,70.4692,-68.5914,25.03,86,100,13.8,overcast clouds
360,Nanortalik,GL,60.1432,-45.2371,37.18,90,100,2.71,overcast clouds
361,Petit-Bourg,GP,16.1914,-61.5916,84.24,70,75,14.97,broken clouds
362,Miramar,US,25.9873,-80.2323,93.0,59,20,11.5,few clouds
363,Severo-Kurilsk,RU,50.6789,156.125,38.48,95,100,19.08,light rain
364,Madang,PG,-5.2246,145.7966,78.69,88,100,4.36,heavy intensity rain
365,Evans,US,33.5337,-82.1307,70.0,46,75,11.5,broken clouds
366,Okhotsk,RU,59.3833,143.3,32.7,86,5,0.45,clear sky
367,Winneba,GH,5.3511,-0.6231,83.59,74,100,13.31,overcast clouds
368,Bima,ID,-8.4667,118.7167,77.09,95,81,3.22,broken clouds
369,Sevierville,US,35.8681,-83.5618,66.2,67,98,5.61,overcast clouds
370,Yuxia,CN,34.0615,108.6291,57.81,85,100,8.63,overcast clouds
371,Arman,RU,59.7,150.1667,32.22,85,73,6.67,broken clouds
372,Kawalu,ID,-7.3817,108.2082,74.08,98,96,0.4,overcast clouds
373,Hambantota,LK,6.1241,81.1185,82.71,83,100,19.84,overcast clouds
374,Ternate,ID,0.8,127.4,81.88,81,94,3.78,light rain
375,Bone,DE,51.9669,12.1396,65.07,30,30,7.38,scattered clouds
376,Lavrentiya,RU,65.5833,-171.0,29.82,97,100,2.59,light snow
377,Deming,US,32.2687,-107.7586,80.49,7,0,20.71,clear sky
378,Arlit,NE,18.7369,7.3853,103.73,10,100,5.35,overcast clouds
379,Ugoofaaru,MV,5.6667,73.0,84.6,79,95,16.33,heavy intensity rain
380,Anloga,GH,5.7947,0.8973,84.29,75,98,14.12,overcast clouds
381,Pattaya,TH,12.9333,100.8833,88.88,75,94,5.41,light rain
382,Cidreira,BR,-30.1811,-50.2056,68.34,70,0,13.71,clear sky
383,Vardo,NO,70.3705,31.1107,31.98,80,40,9.22,scattered clouds
384,Port Dover,CA,42.7834,-80.1997,61.41,53,0,10.8,clear sky
385,Dingle,PH,10.9995,122.6711,79.41,83,46,8.68,scattered clouds
386,Port Lincoln,AU,-34.7333,135.8667,60.15,69,100,10.85,overcast clouds
387,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,32,0,12.66,clear sky
388,Ust-Nera,RU,64.5667,143.2,16.83,88,40,4.43,scattered clouds
389,Ambulu,ID,-8.345,113.6058,77.16,92,89,2.98,overcast clouds
390,Brae,GB,60.3964,-1.353,48.65,87,100,17.02,overcast clouds
391,Lac Du Bonnet,CA,50.2536,-96.0612,65.26,53,100,5.26,overcast clouds
392,Jiuquan,CN,39.7432,98.5174,63.77,23,76,3.42,broken clouds
393,Jiazi,CN,22.8779,116.067,72.9,87,100,10.51,light rain
394,Limbang,MY,4.75,115.0,77.11,98,100,1.97,light rain
395,Kokstad,ZA,-30.5472,29.4241,49.69,97,100,1.59,overcast clouds
396,Vicksburg,US,32.3526,-90.8779,78.53,61,0,6.91,clear sky
397,Litovko,RU,49.2361,135.1742,42.01,61,100,7.16,overcast clouds
398,Buraydah,SA,26.326,43.975,84.65,13,12,10.83,few clouds
399,Gobabis,NA,-22.45,18.9667,60.57,24,0,8.72,clear sky
400,Nyaunglebin,MM,17.95,96.7333,79.25,83,99,3.13,overcast clouds
401,Charyshskoye,RU,51.3978,83.5598,36.66,51,0,3.78,clear sky
402,Machilipatnam,IN,16.1667,81.1333,84.2,78,100,13.18,overcast clouds
403,Majalgaon,IN,19.15,76.2333,95.97,17,78,4.21,broken clouds
404,Santa Lucia,ES,27.9117,-15.5407,65.77,68,20,28.77,few clouds
405,Novoagansk,RU,61.9449,76.6625,28.83,98,94,2.19,overcast clouds
406,Panzhihua,CN,26.5851,101.7128,70.38,73,32,2.46,scattered clouds
407,Tabasco,MX,18.0,-92.6667,95.11,55,0,0.0,clear sky
408,Hobyo,SO,5.3505,48.5268,83.61,82,87,19.77,overcast clouds
409,Nioro,GM,13.35,-15.75,104.58,12,13,4.18,few clouds
410,Serabu,SL,7.7958,-12.0536,80.46,77,100,2.28,overcast clouds
411,Harnosand,SE,62.6323,17.9379,48.22,49,100,11.12,overcast clouds
412,Turayf,SA,31.6725,38.6637,70.05,28,0,6.91,clear sky
413,Smidovich,RU,48.6,133.8167,44.2,53,97,9.73,overcast clouds
414,Seoul,KR,37.5683,126.9778,53.2,82,0,9.22,clear sky
415,Mandera,KE,3.9366,41.867,88.56,47,74,11.61,broken clouds
416,Goundam,ML,16.4145,-3.6708,105.94,8,3,14.29,clear sky
417,Palana,RU,59.1167,159.9667,30.65,94,100,4.23,overcast clouds
418,Zhob,PK,31.3411,69.4481,82.58,15,31,3.69,scattered clouds
419,Kingman,US,35.1894,-114.053,72.55,13,0,26.46,clear sky
420,Vostok,RU,46.4856,135.8833,31.57,89,92,4.43,overcast clouds
421,Lethem,GY,3.3803,-59.7968,85.33,65,94,3.27,heavy intensity rain
422,Corning,US,42.1428,-77.0547,62.58,31,0,6.91,clear sky
423,Chenzhou,CN,25.8,113.0333,68.94,95,86,3.89,overcast clouds
424,Borgarnes,IS,64.5383,-21.9206,55.45,68,94,12.53,overcast clouds
425,Cap Malheureux,MU,-19.9842,57.6142,74.46,78,2,1.99,clear sky
426,Krylovskaya,RU,46.3194,39.9711,54.3,63,100,3.47,overcast clouds
427,Nuuk,GL,64.1835,-51.7216,36.21,80,20,15.01,few clouds
428,Asau,RO,46.4333,26.4,61.72,58,99,0.67,overcast clouds
429,Xai-Xai,MZ,-25.0519,33.6442,72.41,82,5,9.35,clear sky
430,Honningsvag,NO,70.9821,25.9704,33.55,69,75,11.5,broken clouds
431,Sioux Lookout,CA,50.1001,-91.917,44.67,100,100,10.36,moderate rain
432,Anadyr,RU,64.75,177.4833,34.3,93,75,13.42,broken clouds
433,Luderitz,NA,-26.6481,15.1594,60.39,62,1,15.9,clear sky
434,Matara,LK,5.9485,80.5353,82.09,85,100,13.4,overcast clouds
435,Buchanan,LR,5.8808,-10.0467,76.23,94,100,5.3,light rain
436,Luanda,AO,-8.8368,13.2343,78.82,82,50,12.55,scattered clouds
437,Polewali,ID,-3.4324,119.3435,77.88,92,98,2.64,overcast clouds
438,Inhambane,MZ,-23.865,35.3833,73.38,83,20,9.22,few clouds
439,Qasigiannguit,GL,68.8193,-51.1922,30.45,77,7,3.31,clear sky
440,Iralaya,HN,15.0,-83.2333,85.73,66,19,10.09,few clouds
441,Lexington Park,US,38.2668,-76.4538,51.66,72,100,19.57,overcast clouds
442,Gizo,SB,-8.103,156.8419,82.0,79,93,5.64,overcast clouds
443,Yar-Sale,RU,66.8333,70.8333,34.92,100,100,11.23,overcast clouds
444,Livingston,GB,55.9029,-3.5226,62.96,57,20,13.8,few clouds
445,San Vicente,AR,-26.6167,-54.1333,73.96,40,1,3.04,clear sky
446,Port Blair,IN,11.6667,92.75,82.44,89,75,8.05,drizzle
447,Bakaly,RU,55.1789,53.8028,50.0,56,4,5.3,clear sky
448,Rize,TR,40.9044,40.8949,32.45,95,98,1.16,overcast clouds
449,Matagami,CA,49.7502,-77.6328,62.71,17,0,13.8,clear sky
450,Tual,ID,-5.6667,132.75,84.76,77,100,10.16,overcast clouds
451,Sarai Naurang,PK,32.8259,70.7814,95.59,13,5,3.65,clear sky
452,San Rafael,AR,-34.6177,-68.3301,76.41,17,9,14.38,clear sky
453,Dawei,MM,14.0833,98.2,79.2,86,100,3.36,heavy intensity rain
454,Oranjestad,AW,12.524,-70.027,89.55,62,75,24.16,broken clouds
455,Dhidhdhoo,MV,6.8833,73.1,85.35,75,99,16.93,overcast clouds
456,Aldan,RU,58.6031,125.3894,33.37,100,100,3.62,snow
457,Sitka,US,57.0531,-135.33,46.29,71,40,0.0,scattered clouds
458,Muros,ES,42.7762,-9.0603,84.69,57,14,5.75,few clouds
459,Osa,RU,57.2829,55.4567,51.82,61,48,5.91,scattered clouds
460,Namibe,AO,-15.1961,12.1522,74.03,68,0,10.89,clear sky
461,Neiafu,TO,-18.65,-173.9833,74.08,94,75,0.0,broken clouds
462,Walvis Bay,NA,-22.9575,14.5053,67.15,52,0,5.75,clear sky
463,Chicama,PE,-7.8447,-79.1469,63.14,69,100,10.04,overcast clouds
464,Pochutla,MX,15.7432,-96.4661,89.82,37,17,7.4,few clouds
465,Tias,ES,28.9611,-13.645,74.88,57,0,27.63,clear sky
466,Mehamn,NO,71.0357,27.8492,30.22,77,95,8.57,overcast clouds
467,Port Hedland,AU,-20.3167,118.5667,71.65,60,82,5.75,broken clouds
468,Rocha,UY,-34.4833,-54.3333,70.84,50,7,9.89,clear sky
469,Sakaraha,MG,-22.9,44.5333,68.63,78,30,6.15,scattered clouds
470,Bama,NG,11.5221,13.6856,103.23,18,97,9.69,overcast clouds
471,Fianarantsoa,MG,-21.4333,47.0833,61.12,89,30,1.86,scattered clouds
472,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,64,20,0.87,few clouds
473,Husavik,IS,66.0449,-17.3389,44.67,81,100,4.9,overcast clouds
474,Tanout,NE,14.9709,8.8879,100.15,17,97,0.85,overcast clouds
475,Sarab,IR,38.6066,44.9883,53.02,76,75,2.51,broken clouds
476,Carbonia,IT,39.1672,8.5222,61.75,78,64,5.14,broken clouds
477,Iquique,CL,-20.2208,-70.1431,68.04,70,3,7.99,clear sky
478,Dharchula,IN,29.85,80.5333,71.31,47,84,4.18,broken clouds
479,Oxapampa,PE,-10.5775,-75.4017,69.3,67,93,4.56,overcast clouds
480,Saint-Georges,GD,12.0564,-61.7485,85.68,70,40,21.85,scattered clouds
481,Yarkovo,RU,57.4028,67.0786,53.17,50,60,3.69,broken clouds
482,Esqueda,MX,30.7167,-109.5833,78.44,12,0,18.41,clear sky
483,Catemaco,MX,18.4167,-95.1167,95.81,35,6,13.69,clear sky
484,Half Moon Bay,US,37.4636,-122.4286,61.05,64,0,21.85,clear sky
485,Belaya Gora,RU,68.5333,146.4167,10.2,96,66,4.7,broken clouds
486,Udachnyy,RU,66.4167,112.4,17.46,67,100,18.72,overcast clouds
487,Kununurra,AU,-15.7667,128.7333,66.18,59,2,3.44,clear sky
488,Luxor,EG,25.6989,32.6421,91.45,17,0,3.44,clear sky
489,Hamilton,US,39.1834,-84.5333,67.62,51,0,11.5,clear sky
490,Bandarbeyla,SO,9.4942,50.8122,83.28,82,1,14.12,clear sky
491,Cankuzo,BI,-3.1333,30.5833,63.0,89,83,3.2,broken clouds
492,Tezu,IN,27.9167,96.1667,74.12,76,0,5.32,clear sky
493,Gonbad-E Qabus,IR,37.25,55.1672,59.95,100,100,4.61,overcast clouds
494,Kabare,CD,-2.4683,28.8242,62.04,96,55,1.77,light rain
495,College,US,64.8569,-147.8028,39.07,75,100,5.75,overcast clouds
496,Russellville,US,35.2784,-93.1338,71.74,60,75,9.22,broken clouds
497,Koumac,NC,-20.5667,164.2833,71.67,73,95,4.16,overcast clouds
498,Muzhi,RU,65.3667,64.6667,37.72,100,97,7.2,overcast clouds
499,Grand Island,US,40.925,-98.342,67.19,80,100,3.44,overcast clouds
500,Fortuna,US,40.5982,-124.1573,50.94,82,75,19.57,broken clouds
501,Pangai,TO,-19.8,-174.35,75.31,83,20,4.61,few clouds
502,Acheng,CN,45.5454,126.977,48.04,38,0,7.14,clear sky
503,Samarai,PG,-10.6167,150.6667,81.77,82,68,13.67,broken clouds
504,Nabire,ID,-3.3667,135.4833,77.77,92,88,2.89,overcast clouds
505,Ulaangom,MN,49.9811,92.0667,38.59,42,94,10.71,overcast clouds
506,Nicoya,CR,10.1483,-85.452,87.33,63,60,0.27,broken clouds
507,Yertsevo,RU,60.7966,40.086,39.09,92,100,5.46,overcast clouds
508,Kloulklubed,PW,7.0419,134.2556,75.7,85,100,18.25,overcast clouds
509,Meadow Lake,US,34.8014,-106.5436,79.79,15,17,13.67,few clouds
510,Bardiyah,LY,31.7561,25.0865,69.94,62,0,22.86,clear sky
511,Xining,CN,36.6167,101.7667,48.06,72,3,2.3,clear sky
512,Shenjiamen,CN,29.9576,122.298,60.48,90,8,7.54,clear sky
513,Champerico,GT,14.3,-91.9167,91.94,67,85,7.94,overcast clouds
514,Caravelas,BR,-17.7125,-39.2481,76.28,82,100,9.01,overcast clouds
515,Shilovo,RU,54.3204,40.874,52.29,69,87,9.51,overcast clouds
516,Venado Tuerto,AR,-33.7456,-61.9688,73.76,47,100,11.74,overcast clouds
517,Vanavara,RU,60.34,102.2797,27.19,86,100,13.06,overcast clouds
518,Urumqi,CN,43.801,87.6005,63.55,39,0,8.95,clear sky
519,Pacific Grove,US,36.6177,-121.9166,60.82,73,40,12.66,scattered clouds
520,Alice Springs,AU,-23.7,133.8833,40.55,56,100,4.61,overcast clouds
521,Salalah,OM,17.0151,54.0924,84.29,79,40,8.05,scattered clouds
522,Tacuarembo,UY,-31.7333,-55.9833,70.61,60,3,6.38,clear sky
523,Mazamari,PE,-11.3258,-74.5308,82.35,64,79,1.03,broken clouds
524,Taltal,CL,-25.4,-70.4833,64.51,63,8,5.37,clear sky
525,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,50,20,24.16,few clouds
526,Tadine,NC,-21.55,167.8833,70.99,67,69,8.84,broken clouds
527,Mashivka,UA,49.4431,34.8669,56.8,55,20,3.65,few clouds
528,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,100,100,27.63,fog
529,Aykhal,RU,66.0,111.5,14.07,92,100,16.84,light snow
530,Padang,ID,-0.9492,100.3543,78.85,85,99,3.67,overcast clouds
531,Gualeguay,AR,-33.1416,-59.3097,72.1,48,67,7.67,broken clouds
532,Miraflores,MX,19.2167,-98.8083,79.03,35,21,3.69,few clouds
533,Zhigansk,RU,66.7697,123.3711,25.52,96,100,24.65,snow
534,Wattegama,LK,6.7989,81.4808,78.49,84,100,4.5,overcast clouds
535,Turbat,PK,26.0023,63.044,88.77,35,3,13.04,clear sky
536,Wiarton,CA,44.7407,-81.1332,61.5,44,0,8.05,clear sky
537,Doksy,CZ,50.5647,14.6555,64.02,80,69,10.38,broken clouds
538,Kindersley,CA,51.4668,-109.1682,44.62,53,100,2.3,overcast clouds
539,High Prairie,CA,55.4334,-116.4858,34.65,88,100,17.76,light snow
540,Dalby,AU,-27.1833,151.2667,61.99,91,100,11.7,light rain
541,Lao Cai,VN,22.4833,103.95,75.06,98,82,0.87,broken clouds
542,Kangalassy,RU,62.3464,129.9628,40.93,84,94,7.54,overcast clouds
543,Cradock,ZA,-32.1642,25.6192,51.06,78,35,6.85,scattered clouds
544,Moskovskiy,RU,55.5991,37.355,55.13,81,75,11.18,light intensity shower rain
545,Kidal,ML,18.4411,1.4078,101.5,4,0,13.04,clear sky
546,Punta Cardon,VE,11.6581,-70.215,84.54,68,72,18.19,broken clouds
547,Atambua,ID,-9.1061,124.8925,72.99,85,27,6.51,scattered clouds
548,High Level,CA,58.5169,-117.136,32.11,100,75,12.66,light snow
549,Malakal,SS,9.5334,31.6605,93.04,32,80,5.28,broken clouds
550,Galbinasi,RO,45.0833,26.9167,61.63,40,39,5.59,scattered clouds
551,Salvador,SV,13.8333,-88.9167,84.24,56,100,0.81,overcast clouds
552,Lar,IN,26.2039,83.9717,91.13,35,42,9.73,scattered clouds
553,Sibolga,ID,1.7427,98.7792,77.41,86,99,3.6,moderate rain
554,Ormara,PK,25.2088,64.6357,81.3,85,0,16.26,clear sky
555,Tharad,IN,24.3961,71.6267,87.76,51,0,13.33,clear sky
556,Kysyl-Syr,RU,63.8986,122.7617,32.16,91,90,9.91,overcast clouds
557,Riyadh,SA,24.6877,46.7219,86.14,12,0,14.25,clear sky
558,Biloela,AU,-24.4167,150.5,67.73,94,100,7.76,light rain
559,Warri,NG,5.5167,5.75,81.19,85,100,5.91,overcast clouds
560,Khalkhal,IR,37.6189,48.5258,44.69,85,67,5.88,light rain
561,Linqing,CN,36.8456,115.7117,48.6,68,100,4.56,overcast clouds
562,Rawlins,US,41.7911,-107.2387,49.35,46,0,3.44,clear sky
563,Mlowo,TZ,-9.0,32.9833,58.6,91,97,5.26,overcast clouds
564,Sept-Iles,CA,50.2001,-66.3821,46.92,57,20,12.66,few clouds
565,Andenes,NO,69.3143,16.1194,35.58,80,100,16.11,light rain
566,Boa Vista,BR,2.8197,-60.6733,80.58,78,75,4.61,broken clouds
567,Gunjur,GM,13.2019,-16.7339,86.07,48,0,10.36,clear sky
568,Hoi An,VN,15.8794,108.335,78.76,91,55,3.6,broken clouds
